[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Analysis started at: 2023-07-06 07:24:01 AM
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Version constraints: ['^0.4.24']
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | solc version: v0.4.24
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Callgraph generation started!
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Callgraph generation finished!
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Interprocedural CFG generation started!
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Interprocedural CFG generation finished!
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Storage dependency graph generation started!
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Storage dependency graph generation finished!
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Value Range Analysis started
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Range graph generated
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Processed function slitherConstructorConstantVariables
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Generating return summary for toUint64
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Return summary generated for toUint64
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | State variable assignement do not exist
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Processed function toUint64
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Generating return summary for getBlockNumber
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Return summary generated for getBlockNumber
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | State variable assignement do not exist
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Processed function getBlockNumber
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Generating return summary for getTimestamp
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Return summary generated for getTimestamp
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | State variable assignement do not exist
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Processed function getTimestamp
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Generating return summary for getBlockNumber64
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Return summary generated for getBlockNumber64
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | State variable assignement do not exist
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Processed function getBlockNumber64
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Generating return summary for getTimestamp64
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Return summary generated for getTimestamp64
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | State variable assignement do not exist
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Processed function getTimestamp64
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Value Range Analysis took 0.001273 seconds
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Value Range Analysis finished
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Storage dependency graph compostion started!
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Storage dependency graph compostion finished!
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Dependency detection started!
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Dependency detection finished!
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Static Analysis took 0.194126 seconds
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Dependency does not exist
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Symbolic execution is not needed!
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Analysis finished!
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Analysis took 0.194313 seconds
[INFO] | 2023-07-06 07:24:01 AM | analyzer.TimeHelpers_7 | Analysis finished at: 2023-07-06 07:24:01 AM
